provider,upstream_region_code,upstream_region_name,in_site,site_value,upstream_url,checked_at,scope_class,status
oci,us-gov-phoenix-1,US DoD West (OC3),yes,us-gov-phoenix-1,https://docs.oracle.com/en-us/iaas/Content/General/Concepts/regions.htm,2026-05-16,government,GA
oci,uk-gov-london-1,UK Gov London (OC4),yes,uk-gov-london-1,https://docs.oracle.com/en-us/iaas/Content/General/Concepts/regions.htm,2026-05-16,government,GA
oci,uk-gov-cardiff-1,UK Gov Newport (OC4),yes,uk-gov-cardiff-1,https://docs.oracle.com/en-us/iaas/Content/General/Concepts/regions.htm,2026-05-16,government,GA
oci,ap-dcc-canberra-1,Australia Gov Canberra (OC10),yes,ap-dcc-canberra-1,https://docs.oracle.com/en-us/iaas/Content/General/Concepts/regions.htm,2026-05-16,government,GA
oci,eu-frankfurt-2,EU Sovereign Frankfurt (OC19),yes,eu-frankfurt-2,https://docs.oracle.com/en-us/iaas/Content/General/Concepts/regions.htm,2026-05-16,sovereign,GA
oci,eu-madrid-2,EU Sovereign Madrid (OC19),yes,eu-madrid-2,https://docs.oracle.com/en-us/iaas/Content/General/Concepts/regions.htm,2026-05-16,sovereign,GA
ovh,GRA,Gravelines,yes,GRA,https://www.ovhcloud.com/en-ie/public-cloud/regions-availability/,2026-05-16,commercial,GA
ovh,SBG,Strasbourg,yes,SBG,https://www.ovhcloud.com/en-ie/public-cloud/regions-availability/,2026-05-16,commercial,GA
ovh,RBX,Roubaix,yes,RBX,https://www.ovhcloud.com/en-ie/public-cloud/regions-availability/,2026-05-16,commercial,GA
ovh,PAR,Paris (3-AZ),yes,PAR,https://www.ovhcloud.com/en-ie/public-cloud/regions-availability/,2026-05-16,commercial,GA
ovh,MIL,Milan (3-AZ),yes,MIL,https://www.ovhcloud.com/en-ie/public-cloud/regions-availability/,2026-05-16,commercial,GA
ovh,LIM,Frankfurt / Limburg,yes,DE,https://www.ovhcloud.com/en-ie/public-cloud/regions-availability/,2026-05-16,commercial,GA
ovh,ERI,London / Erith,yes,UK1,https://www.ovhcloud.com/en-ie/public-cloud/regions-availability/,2026-05-16,commercial,GA
ovh,WAW,Warsaw,yes,WAW,https://www.ovhcloud.com/en-ie/public-cloud/regions-availability/,2026-05-16,commercial,GA
ovh,BHS,Beauharnois,yes,BHS5,https://www.ovhcloud.com/en-ie/public-cloud/regions-availability/,2026-05-16,commercial,GA
ovh,TOR,Toronto,yes,TOR,https://www.ovhcloud.com/en-ie/public-cloud/regions-availability/,2026-05-16,commercial,GA
ovh,HIL,Hillsboro,yes,HIL,https://www.ovhcloud.com/en-ie/public-cloud/regions-availability/,2026-05-16,commercial,GA
ovh,VIN,Vint Hill,yes,VIN,https://www.ovhcloud.com/en-ie/public-cloud/regions-availability/,2026-05-16,commercial,GA
ovh,SGP,Singapore,yes,SGP,https://www.ovhcloud.com/en-ie/public-cloud/regions-availability/,2026-05-16,commercial,GA
ovh,SYD,Sydney,yes,SYD,https://www.ovhcloud.com/en-ie/public-cloud/regions-availability/,2026-05-16,commercial,GA
ovh,BOM,Mumbai,yes,MUM,https://www.ovhcloud.com/en-ie/public-cloud/regions-availability/,2026-05-16,commercial,GA
ovh,BER,"Berlin (3-AZ, 2027)",no,,https://www.ovhcloud.com/en-ie/public-cloud/regions-availability/,2026-05-16,commercial,announced
